author_id,name,country,country_id,gender,Gender,Gender Probability,Gender Count
A.Lupi.2,Alessandro,Italy,IT,male,male,1.0,457684
M.Volonteri.1,Marta,France,FR,female,female,0.98,3634
R.Decarli.1,Roberto,Italy,IT,male,male,1.0,365271
S.Bovino.1,Stefano,Chile,CL,male,male,1.0,545
L.Rudnicki.2,Łukasz,Poland,PL,male,male,1.0,32503
A.Lupi.3,Alessandro,Italy,IT,male,male,1.0,457684
R.Decarli.2,Roberto,Italy,IT,male,male,1.0,365271
A.Kirichenko.1,Alexander,Mexico,MX,male,male,0.99,11203
G.H.Tovmassian.1,Gagik,Mexico,MX,male,unknown,0.0,0
R.Walser.1,Reinhold,Germany,DE,male,male,1.0,5589
D.Nogami.1,Daisaku,Japan,JP,unknown,male,1.0,90
B.Monard.1,Berto,South Africa,ZA,male,male,0.97,102
A.Retter.1,Alon,United States,US,male,male,0.96,506
A.Liu.6,Alex,Australia,AU,male,male,1.0,20403
M.Uemura.1,Makoto,Chile,CL,male,male,0.88,17
R.Ishioka.1,Ryoko,Japan,JP,female,female,1.0,1270
A.Imada.1,Akira,Japan,JP,male,male,0.97,2987
T.Kato.3,Taichi,Japan,JP,male,male,1.0,894
H.Krawczynski.1,Henric,United States,US,male,male,1.0,13
A.P.Ramos.bacalhau.1,Anna Paula,Brazil,BR,female,female,1.0,291
W.Zimdahl.1,Winfried,Brazil,BR,male,male,1.0,8
T.Ramos.2,Tomás,Austria,AT,male,male,1.0,3
A.Kundu.3,Arunav,United States,US,unknown,male,1.0,13
A.Calamida.1,Annalisa,Italy,IT,female,female,1.0,56623
M.Marconi.1,Marcella,Italy,IT,female,female,0.99,23646
M.Kadler.1,Matthias,Germany,DE,male,male,1.0,79487
L.J.Greenhill.1,Lincoln,United States,US,male,male,1.0,5261
R.Bender.1,Ralf,Germany,DE,male,male,1.0,58990
A.R.Matamala.Vazquez.1,Adelio,Chile,CL,male,male,1.0,5
M.A.Latif.1,Mohamed,United Arab Emirates,AE,male,male,1.0,26712
G.D.Amico.2,Guido,France,FR,male,male,0.98,633
A.Olivera.1,Adam,Chile,CL,male,male,0.99,137
S.Vergara.Limon.1,Sergio,Chile,CL,male,male,1.0,35498
L.Wyrzykowski.1,Łukasz,Poland,PL,male,male,1.0,32503
C.J.Evans.1,Christopher,United Kingdom,GB,male,male,1.0,67360
P.R.Capelo.1,Pedro,Switzerland,CH,male,male,0.99,4384
Tommaso.Grassi.1,Tommaso,Germany,DE,male,male,0.99,378
A.Das.1,Arpan,Canada,CA,unknown,male,0.87,83
N.W.C.Leigh.1,NathanC,Chile,CL,unknown,unknown,0.0,0
T.C.N.Boekholt.2,TjardaN,United Kingdom,GB,unknown,unknown,0.0,0
M.Dall.Ora.2,Massimo,Italy,IT,male,male,1.0,265361
B.Javanmardi.1,Behnam,France,FR,male,male,1.0,62
A.M.Rand.2,Antoine,Germany,DE,male,male,1.0,577
L.Breuval.1,Louise,France,FR,female,female,0.99,27201
A.Gallenne.1,Alexandre,Poland,PL,male,male,0.97,31
G.Pietrzy.ski.4,Grzegorz,Poland,PL,male,male,1.0,82725
V.Hocde.1,Vincent,France,FR,male,male,0.99,163092
S.Borgniet.2,Simon,France,FR,male,male,0.99,46021
M.S.Fujii.1,Michiko,Japan,JP,female,female,1.0,1532
L.L.Kiss.1,Laszlo,Australia,AU,unknown,male,1.0,159
S.Meszaros.1,Szabolcs,Hungary,HU,male,male,1.0,4722
P.Torma.1,Päivi,Austria,AT,female,female,1.0,1
J.I.Cirac.1,Juan Ignacio,Austria,AT,male,male,1.0,2
P.Zoller.1,Peter,Austria,AT,male,male,1.0,24183
Richard.J.Szabo.1,Richard,United Kingdom,GB,male,male,1.0,194791
K.L.Rhode.1,Katherine,United States,US,female,female,1.0,129200
S.H.Teng.1,Stacy,United States,US,female,female,0.92,16386
S.Veilleux.1,Sylvain,United States,US,male,male,0.99,1184
A.Young.1,Albert,United States,US,male,male,1.0,65199
G.Fragione.1,Giacomo,United States,US,male,male,1.0,1166
B.D.Metzger.4,Brian,United States,US,male,male,1.0,541540
B.Kocsis.1,Bence,Hungary,HU,male,male,1.0,7228
A.Secunda.1,Amy,United States,US,female,female,1.0,346962
B.Hernandez.2,Betsy,United States,US,female,female,1.0,38708
Jeremy.Goodman.1,Jeremy,United States,US,male,male,1.0,173125
B.McKernan.1,Barry,United States,US,male,male,1.0,74832
K.E.Ford.1,Saavik,United States,US,unknown,unknown,0.0,0
J.I.Adorno.1,Jose,United States,US,male,male,0.99,407020
G.Freitas.Silva.1,Gabriel,Brazil,BR,male,male,1.0,135470
D.S.Tasca.1,Daniel,Brazil,BR,male,male,1.0,137972
R.R.Buchler.1,Robert,United States,US,male,male,1.0,780374
P.R.Wood.3,Peter,Australia,AU,male,male,1.0,72208
D.Maoz.1,Dan,Israel,IL,male,male,0.99,6519
E.Grishin.2,Evgeni,Israel,IL,male,male,1.0,442
H.B.Perets.3,Hagai,Israel,IL,male,male,1.0,561
Judd.D.Bowman.1,Judd,United States,US,male,male,1.0,2744
A.E.E.Rogers.1,Alan,United States,US,male,male,1.0,140064
R.A.Monsalve.1,Raul,United States,US,male,male,1.0,58581
T.J.Mozdzen.1,Thomas,United States,US,male,male,1.0,360809
N.Mahesh.1,Nivedita,United States,US,unknown,female,1.0,699
W.Farr.1,Will,United States,US,male,male,1.0,82979
N.Leigh.1,Nathan,United States,US,male,male,1.0,145306
M.Cantiello.1,Matteo,United States,US,male,male,1.0,2663
T.Erben.1,Thomas,Germany,DE,male,male,1.0,202801
P.Schneider.1,Peter,Germany,DE,male,male,1.0,127781
A.Micol.1,Alberto,Germany,DE,male,male,1.0,2020
F.Pierfederici.1,Francesco,Germany,DE,male,male,1.0,5387
C.Alvarado.1,Carlos,China,CN,male,male,0.99,1019
J.Leite.1,Julio,Brazil,BR,male,male,1.0,52058
D.Kynoch.2,Daniel,United Kingdom,GB,male,male,1.0,150020
H.Landt.1,Hermine,United Kingdom,GB,female,female,1.0,98
C.Done.2,Chris,United Kingdom,GB,male,male,0.95,115838
E.Gardner.1,Emma,United Kingdom,GB,female,female,1.0,153324
C.Boisson.3,Catherine,France,FR,female,female,0.99,142714
M.Arrieta.Lobo.1,Maialen,France,FR,female,female,0.98,141
A.Zech.2,Andreas,France,FR,male,male,0.94,1729
K.C.Steenbrugge.1,Katrien,Chile,CL,female,unknown,0.0,0
M.Pereira.Santaella.2,Miguel,United Kingdom,GB,male,male,0.99,5503
F.O.F.Silva.1,Felipe Orlando Franz,Chile,CL,male,male,0.99,418
W.Khyllep.1,Wompherdeiki,India,IN,unknown,unknown,0.0,0
J.Dutta.1,Jibitesh,India,IN,unknown,male,1.0,3
J.Herms.1,Johannes,Germany,DE,male,male,1.0,35940
P.Strobl.1,Patrick,Germany,DE,male,male,1.0,72510
D.Mundarain.2,Douglas,Chile,CL,male,male,1.0,707
L.V.Abad.1,Luisberis Velazquez,Chile,CL,unknown,male,1.0,1
Marcus.Albrecht.1,Marcus,Chile,CL,male,male,0.99,110
A.K.Hacibekiroglu.1,Ayse Kara,Turkey,TR,female,female,1.0,1
V.A.Bravo.1,Victor Ayala,Chile,CL,male,male,1.0,35064
Roberto.DeArcia.1,Roberto,Mexico,MX,male,male,1.0,97013
T.Gonzalez.8,Tame,Mexico,MX,unknown,female,0.67,3
F.A.HortaRangel.1,Francisco Antonio,Mexico,MX,male,male,0.99,260
L.M.G.De.La.Vega.1,Leon Manuel,Mexico,MX,male,male,1.0,2
N.Nath.1,Newton,Mexico,MX,male,male,1.0,26
A.Millano.1,Alfredo,Chile,CL,male,male,1.0,8144
C.A.B.Varea.1,Carlos,Brazil,BR,male,male,1.0,252221
B.Suzuki.2,Bruno,Chile,CL,male,male,0.99,3372
J.M.Lamprea.1,Jorge Mario,Mexico,MX,male,male,0.99,124
A.Aranda.1,Alfredo,Mexico,MX,male,male,1.0,62464
N.Bennert.1,Nicola,Germany,DE,female,female,0.69,2915
H.D.Schulz.2,Hartmut,Germany,DE,male,male,1.0,4423
J.Tot.1,Jonathan,Canada,CA,male,male,1.0,28792
B.Yildirim.2,Balkar,Canada,CA,male,male,1.0,89
V.V.Kravtsov.1,Valery,Chile,CL,male,female,0.97,445
E.Unda.Sanzana.1,Eduardo,Chile,CL,male,male,1.0,38486
P.Gaete.2,Patricio,Chile,CL,male,male,1.0,42028
O.Antipin.1,Oleg,Croatia,HR,male,male,1.0,69
A.Maiezza.1,Alessio,Croatia,HR,male,male,1.0,22
A.J.Accioly.1,Antonio,Brazil,BR,male,male,1.0,153000
J.A.Helayel.Neto.1,José,Brazil,BR,male,male,0.99,32476
S.Liuti.2,Simonetta,United States,US,female,female,0.99,163
S.P.Baranov.1,Sergey,Russian Federation,RU,male,male,1.0,74673
A.Spallicci.1,AlessandroA,France,FR,unknown,unknown,0.0,0
L.P.R.Ospedal.1,LeonardoR,Brazil,BR,unknown,unknown,0.0,0
J.Urbina.2,Jose,Chile,CL,male,male,0.99,65970
X.B.Yuan.1,Xing Bo,Taiwan,TW,male,male,0.81,77
A.Smetana.1,Adam,Czechia,CZ,male,male,0.99,14085
K.Monsalvez.Pozo.1,Kevin,Spain,ES,male,male,0.99,16707
B.Povh.1,Bogdan,Germany,DE,male,male,0.99,1775
I.Nisandzic.1,Ivan,Germany,DE,male,male,0.99,5959
P.Cabrera.1,Paulina,Chile,CL,female,female,1.0,20888
E.Spallucci.1,Euro,Italy,IT,unknown,male,0.95,572
S.Kuleshov.1,Serguei,Chile,CL,male,unknown,0.0,0
I.T.Obukhovsky.1,Igor,Russian Federation,RU,male,male,1.0,33026
A.Hiller.Blin.1,Astrid,Spain,ES,female,female,0.99,1903
M.J.Vicente.Vacas.1,Manuel Jose,Spain,ES,male,male,0.99,394
S.N.Gninenko.1,Sergei,Russian Federation,RU,male,male,0.99,14727
C.J.Xiao.4,Cheng Jian,China,CN,andy,male,0.91,1266
Yu.Bing.Dong.1,Yu Bing,China,CN,andy,female,1.0,1
Dian.Yong.Chen.1,Dian Yong,China,CN,female,female,0.89,236
A.D.Kovalenko.2,Sergey,Chile,CL,male,male,1.0,19
Wen.Juan.Mao.1,Wenjuan,China,CN,andy,female,0.97,70
K.M.Pozo.1,Kevin Monsalvez,Spain,ES,male,male,0.99,16707
A.H.Rezaeian.1,Amir,Chile,CL,male,male,0.98,99
A.Kovner.1,Alexander,United States,US,male,male,1.0,122358
V.V.Vien.1,Vo Van,Vietnam,VN,male,female,0.51,428
Z.Q.Guo.1,Zhi qiang,Chile,CL,andy,male,1.0,3
E.Schumacher.1,Erik,Germany,DE,male,male,1.0,10989
K.Werner.1,Klaus,France,FR,male,male,0.99,546
B.Guiot.1,Benjamin,France,FR,male,male,1.0,95939
I.Karpenko.1,Iu,France,FR,unknown,male,0.73,15
G.Sophys.1,Gabriel Jules Désiré,France,FR,male,male,0.98,17932
Maria.Stefaniak.1,Maria,France,FR,female,female,0.99,52758
M.Bleicher.1,Marcus,Germany,DE,male,male,1.0,30510
J.Steinheimer.1,Jan,Germany,DE,male,male,0.98,40695
Juan.Yepes.Tamayo.1,Juan,Chile,CL,male,male,1.0,111248
M.Binder.4,Maximiliano,Chile,CL,male,male,1.0,7296
J.Marchant.Gonzalez.1,Juan,Chile,CL,male,male,1.0,111248
U.J.Saldana.Salazar.1,Ulises,Germany,DE,male,male,1.0,28
B.Kopeliovich.1,Boris,Chile,CL,male,male,1.0,4866
Ke.Chen.Wang.1,Kechen,Germany,DE,unknown,unknown,0.0,0
Jue.Zhang.1,Jue,China,CN,andy,female,0.68,85
T.Branz.1,Tanja,Germany,DE,female,female,0.99,49374
D.V.Kirpichnikov.1,Dmitry,Russian Federation,RU,male,male,1.0,45366
Lorena.Gonzalez.1,Lorena,Chile,CL,female,female,1.0,17802
G.R.Moreno.1,Gaston,Chile,CL,male,male,1.0,2576
A.Faessler.1,Amand,Germany,DE,male,female,0.82,22
F.Simkovic.1,Fedor,Russian Federation,RU,male,male,0.99,3470
E.Scatena.1,Eslley,Brazil,BR,unknown,male,0.71,7
R.Turcati.1,Rodrigo,Brazil,BR,male,male,1.0,178521
R.Hodak.1,Rastislav,Slovakia,SK,male,male,0.99,840
R.Rahman.2,Rakibur,Germany,DE,unknown,male,1.0,2
E.Iancu.1,Edmond,France,FR,male,male,0.99,3272
Y.Yang.14,Yongliang,China,CN,andy,male,1.0,31
R.Hodak.3,Rastislav,Czechia,CZ,male,male,1.0,228
V.B.Kopeliovich.1,Vladimir,Russian Federation,RU,male,male,1.0,44967
D.T.Huong.1,Do,Vietnam,VN,male,male,0.98,3018
F.Ramirez.4,Francisca,Chile,CL,female,female,1.0,26205
T.Altinoluk.1,Tolga,Spain,ES,male,male,0.94,16
G.Beuf.1,Guillaume,Italy,IT,male,male,0.98,246
M.A.Luty.1,Markus,United States,US,male,male,1.0,6472
X.Wang.9,Xiaoyu,China,CN,andy,female,0.59,262
H.Belich.1,Humberto,Brazil,BR,male,male,1.0,13740
M.Alvioli.1,Massimiliano,United States,US,male,male,1.0,676
Y.B.Ivanov.1,Yuri,Russian Federation,RU,male,male,0.98,2390
P.Homola.3,Piotr,Poland,PL,male,male,1.0,172568
A.Aurilia.1,Antonio,United States,US,male,male,1.0,113410
I.A.Karpenko.1,Iu,Ukraine,UA,unknown,male,1.0,1
Y.M.Sinyukov.1,Yuri,Ukraine,UA,male,male,1.0,283
M.I.Krivoruchenko.1,Mikhail,Russian Federation,RU,male,male,1.0,18584
S.E.Ortiz.1,Sebastian,Chile,CL,male,male,1.0,29358
S.Vignolo.1,Stefano,Italy,IT,male,male,1.0,347047
L.Fabbri.2,Luca,Italy,IT,male,male,0.99,396075
M.Schmaltz.1,Martin,United States,US,male,male,1.0,119219
Yi.Ming.Zhong.1,Yi Ming,United States,US,andy,female,1.0,2
M.Van.de.klundert.1,MerijnF,Netherlands,NL,unknown,unknown,0.0,0
R.Venugopalan.1,Raju,United States,US,male,male,0.99,4172
M.L.Mora.1,Maria Luisa,Chile,CL,female,female,1.0,621
M.Dvornikov.1,Maxim,Chile,CL,male,male,0.97,29
J.S.Miller.4,Jeremy,Israel,IL,male,male,0.99,408
E.Gotsman.1,Errol,Israel,IL,male,male,1.0,15
A.Kormilitzin.1,Andrey,Israel,IL,male,male,1.0,1705
S.Tapia.1,Sebastian,Chile,CL,male,male,1.0,29358
L.N.Lipatov.1,Lev Nikolaevich,Russian Federation,RU,male,male,0.98,1464
M.Lublinsky.1,Michael,Israel,IL,male,male,1.0,14124
A.Shulkin.1,Arthur,Israel,IL,male,male,1.0,775
M.Krelina.1,Michal,Chile,CL,male,male,0.6,5
Hsin-Chia.Cheng.1,Hsin Chia,United States,US,andy,male,0.56,39
Lingfeng.Li.1,Lingfeng,United States,US,andy,male,0.88,17
Jun.She.1,Jun,China,CN,male,male,0.82,2123
J.Cepila.2,Jan,Czechia,CZ,male,male,0.98,75414
J.G.Contreras.1,Jesus Guillermo,Czechia,CZ,male,male,1.0,27
U.Maor.1,Uri,Israel,IL,male,male,0.99,2442
James.P.Miller.1,James Paul,Israel,IL,male,male,1.0,1
F.Wunder.1,Fabian,Germany,DE,male,male,1.0,34057
Ming.Li.2,Ming,United States,US,andy,male,0.64,1097
A.G.Chumakov.2,Alexandr,Russian Federation,RU,male,male,1.0,22321
J.Zhu.3,Jiacai,China,CN,unknown,male,1.0,2
K.Xu.3,Kai,Germany,DE,male,male,0.99,22133
S.Groote.1,Stefan,Estonia,EE,male,male,0.93,27
Qi.Fang.Lu.1,Qi Fang,China,CN,andy,male,0.94,4660
V.E.Lyubovitskij.2,Valery,Germany,DE,male,female,0.71,265
V.V.Lyubushkin.1,Vladimir,Russian Federation,RU,male,male,1.0,44967
D.K.Fedorov.2,Dimitry,Russian Federation,RU,unknown,male,1.0,438
Y.S.Surovtsev.3,Yury,Russian Federation,RU,male,male,1.0,4180
R.Kaminski.2,Robert,Poland,PL,male,male,1.0,70232
Z.Tyulemisov.1,Zhomart,Russian Federation,RU,unknown,male,1.0,1
F.Diaz.Martinez.1,Felipe,Chile,CL,male,male,1.0,50251
G.Arenas.Henriquez.1,Gabriel,Chile,CL,male,male,1.0,19049
I.Papadimitriou.1,Ioannis,"Korea, Republic of",KR,male,male,1.0,4
D.De.Filippi.1,David,Belgium,BE,male,male,0.99,32613
W.D.Linch.1,William Divine,Chile,CL,male,male,1.0,2673
B.C.Vallilo.1,Brenno Carlini,Chile,CL,male,male,1.0,2
D.P.Jatkar.1,Dileep,India,IN,unknown,male,0.97,2271
L.Ibiapina.Bevilaqua.1,Leandro,Brazil,BR,male,male,1.0,115171
J.A.Sierra.Garcia.1,Jesus Anibal,Spain,ES,male,male,1.0,3
B.Cvetkovic.1,Branislav,Serbia and Montenegro,RS,male,male,0.99,1504
R.Lehnert.1,Ralf,United States,US,male,male,0.99,1533
R.Potting.1,RobertusH,Portugal,PT,unknown,unknown,0.0,0
A.Mikhailov.1,Andrei Yu,Brazil,BR,male,male,1.0,4960
I.Bars.1,Itzhak,United States,US,male,male,1.0,146
R.Rojas.3,Rimsky,Chile,CL,unknown,male,1.0,4
G.Mikenberg.2,George,Israel,IL,male,male,0.99,1733
J.Gonzalez.3,Jairo,Chile,CL,male,male,1.0,1758
E.Hatefi.1,Ehsan,Italy,IT,male,male,0.99,255
O.A.Bedoya.1,Oscar,Brazil,BR,male,male,1.0,6539
D.F.Z.Marchioro.1,DafniZ,Brazil,BR,unknown,unknown,0.0,0
D.L.Nedel.1,Daniel Luiz,Brazil,BR,male,male,1.0,14
D.S.Ponomarev.1,Dmitry,Germany,DE,male,male,1.0,994
P.C.West.1,Peter,United Kingdom,GB,male,male,1.0,192094
M.Ramirez.1,Marcos,Chile,CL,male,male,1.0,10370
Y.ParraCisterna.1,Yoel,Chile,CL,male,male,0.98,312
C.Siqueira.1,Clarissa,Brazil,BR,female,female,1.0,4660
T.Beermann.2,Thomas,Germany,DE,male,male,1.0,202801
A.Alekseev.2,Aleksandr,Chile,CL,male,male,1.0,6
D.Baberis.1,Dario,Italy,IT,male,male,1.0,91711
S.Crepe.Renaudin.1,Sabine,France,FR,female,female,0.99,40050
I.Glushkov.1,Ivan,United States,US,male,male,1.0,59220
M.Svatos.1,Michal,Czechia,CZ,male,male,0.99,56965
A.Vartapetian.1,Armen,United States,US,male,male,0.99,2695
P.Vokac.1,Petr,Czechia,CZ,male,male,0.99,147469
H.Wolters.1,Helmut,Portugal,PT,male,male,1.0,17
A.N.Petrov.1,Alexander,Russian Federation,RU,male,male,1.0,49699
Debraj.Roy.1,Debraj,Chile,CL,unknown,unknown,0.0,0
P.Sloane.1,Peter,Chile,CL,male,male,1.0,1329
M.Tonin.1,Mario,Italy,IT,male,male,0.99,268768
R.Matrecano.1,Riccardo,Italy,IT,male,male,1.0,157104
G.Tartaglino.Mazzucchelli.1,Gabriele,Sweden,SE,female,female,0.57,53
A.S.De.Jesus.1,Álvaro,Brazil,BR,male,male,0.99,815
D.Martin.De.Blas.2,Daniel Martín,Chile,CL,male,male,1.0,2
Y.Hidalgo.Velasquez.3,Yocelyne,Chile,CL,unknown,female,1.0,18
N.A.Perez.Julve.1,Nicolás,Chile,CL,male,male,1.0,4027
L.Mazzucato.1,Luca,United States,US,male,male,0.96,1730
T.Melo.1,Tessio,Brazil,BR,unknown,male,1.0,1
Yi.Hao.Yin.1,Yihao,Chile,CL,unknown,male,1.0,1
G.Olavarria.1,Gonzalo,Chile,CL,male,male,1.0,22430
N.Elias.Rosa.1,Nancy,Spain,ES,female,female,0.99,8013
A.Pastorello.1,Andrea,Italy,IT,male,male,0.79,622628
J.R.Maund.1,Justyn,United Kingdom,GB,male,male,1.0,116
K.Takats.1,Katalin,Chile,CL,female,female,1.0,8
M.Fraser.1,Melanie,United Kingdom,GB,female,female,1.0,25424
G.Pignata.1,Giuliano,Chile,CL,male,male,1.0,200
D.J.Sand.1,David,United States,US,male,male,1.0,1143153
S.Valenti.1,Stefano,,,male,unknown,0.0,0
A.Ridgway.1,Alexander,United States,US,male,male,1.0,122358
Y.Aisaka.1,Yuri,Germany,DE,male,male,0.79,220
S.M.Eliseev.1,Sergey,Germany,DE,male,male,1.0,1535
Y.N.Novikov.1,Yu,Russian Federation,RU,andy,female,0.6,203
J.Suhonen.1,Jouni,Finland,FI,male,male,1.0,4380
A.Kreienbuehl.1,Andreas,Netherlands,NL,male,male,1.0,1925
M.Borodin.1,Maxim,United States,US,male,male,0.99,2721
A.Di.Girolamo.1,Alessandro,France,FR,male,male,0.99,2693
E.Karavakis.1,Edward,France,FR,male,male,0.99,1974
A.Klimentov.1,Alexei,United States,US,male,male,0.97,568
T.Korchuganova.1,Tatiana,Russian Federation,RU,female,female,0.99,28110
M.Lassnig.1,Mario,France,FR,male,male,0.98,14470
T.Maeno.1,Tadashi,United States,US,male,male,1.0,272
S.Padolski.1,Sergey,United States,US,male,male,1.0,7382
X.Zhao.12,Xin,United States,US,andy,female,0.6,809
M.Grigorieva.2,Maria,Russian Federation,RU,female,female,0.99,41947
E.Tretyakov.2,Eugeny,Russian Federation,RU,male,male,0.98,328
D.Golubkov.4,Dmitry,Russian Federation,RU,male,male,1.0,45366
T.Korchuganova.2,Tatiana,Chile,CL,female,female,1.0,4273
A.Artamonov.4,Alexey,Russian Federation,RU,male,male,1.0,23559
T.Galkin.1,Timofei,Russian Federation,RU,male,male,0.99,241
D.C.Leonard.1,Douglas,United States,US,male,male,1.0,95424
G.Pignata.3,Giuliano,Chile,CL,male,male,1.0,200
A.Rod.Gover.1,Ashwin Rod,New Zealand,NZ,male,male,1.0,100
Andrew.K.Waldron.1,Andrew,United States,US,male,male,1.0,401335
S.Campana.1,Simone,Italy,IT,male,male,0.83,231012
V.H.Chavushyan.1,Vahram,Mexico,MX,male,male,1.0,2
J.F.Barbero.G.1,Fernando,Spain,ES,male,male,0.99,138513
E.J.S.Villasenor.1,EduardoS,Spain,ES,unknown,female,0.5,2
H.A.Pena.Herazo.2,Harold,Italy,IT,male,male,0.98,381
F.Massaro.1,Francesco,Italy,IT,male,male,0.99,652685
Min.Feng.Gu.1,Minfeng,China,CN,andy,male,0.92,12
A.Paggi.1,Alessandro,Italy,IT,male,male,1.0,457684
M.Landoni.1,Marco,Italy,IT,male,male,0.99,713148
R.d.Abrusco.1,Raffaele,United States,US,male,male,0.99,830
Federica.Ricci.1,Federica,Italy,IT,female,female,0.99,176256
M.Artymowski.1,Michal,Poland,PL,male,male,0.99,16306
A.Dapor.1,Andrea,Poland,PL,female,female,0.74,563
R.Pierini.1,Roberto,France,FR,male,male,0.99,6109
E.Wilson.Ewing.1,Edward,France,FR,male,male,0.99,1974
K.Morand.1,Kevin,Chile,CL,male,male,0.99,5680
Jeong.Hyuck.Park.1,Jeong Hyuck,"Korea, Republic of",KR,unknown,male,1.0,70
A.Alekseev.1,Aleksandr,Russian Federation,RU,male,male,1.0,21345
A.Kiryanov.1,Andrey,Russian Federation,RU,male,male,0.99,35282
V.V.Mitsyn.1,Valeri,Russian Federation,RU,male,female,0.65,1120
D.Oleynik.1,Danila,Russian Federation,RU,male,male,0.98,1896
S.Smirnov.1,Sergei Yu,Russian Federation,RU,male,male,0.99,14727
A.Zarochentsev.1,Andrey,Russian Federation,RU,male,male,0.99,35282
R.Kessler.1,Richard,United States,US,male,male,1.0,472162
T.Anguita.1,Timo,Chile,CL,male,male,0.94,16
M.E.De.Rossi.1,Maria,Argentina,AR,female,female,1.0,132519
V.Avila.Reese.1,Vladimir,Mexico,MX,male,male,1.0,2980
P.B.Tissera.1,Patricia,Argentina,AR,female,female,1.0,33757
A.Gonzalez.Samaniego.2,Alejandro,Mexico,MX,male,male,1.0,162072
E.Latini.1,Emanuele,Switzerland,CH,male,male,1.0,659
N.Jimenez.1,Noelia,Argentina,AR,female,female,1.0,14602
R.Waldman.1,Roni,Israel,IL,male,female,0.59,4532
E.Livne.1,Eli,Israel,IL,male,male,0.99,10951
J.Paulo.Neto.1,Jacinto,Brazil,BR,male,male,1.0,1053
G.N.Fortes.1,Guilherme,Brazil,BR,male,male,1.0,115845
A.Viana.3,Aion,Brazil,BR,unknown,unknown,0.0,0
C.A.Fuentes.Rojas.1,Cristian Alejandro,Chile,CL,male,male,1.0,359
G.Vasquez.2,Gerardo Alexis,Chile,CL,male,male,1.0,6
Y.Rodriguez.Baez.1,Yolbeiker,Chile,CL,unknown,unknown,0.0,0
I.A.R.Krause.1,Israel Adolfo Ramirez,Chile,CL,male,male,1.0,2318
A.Borquez.Carcamo.1,Andres,Chile,CL,male,male,0.99,25560
Barbara.Alvarez.Gonzalez.1,Barbara,Chile,CL,female,female,1.0,10284
S.Moran.Vasquez.1,Sebastian,Chile,CL,male,male,1.0,29358
S.A.Norero.Cardenas.1,Sebastián Ariel,Chile,CL,male,male,1.0,1
D.S.Hwang.1,Dae Sung,United States,US,andy,male,0.63,367
P.R.D.Pinheiro.1,PauloD,Brazil,BR,unknown,male,1.0,1
A.van.Hameren.1,Andreas Ferdinand Willem,Poland,PL,male,male,0.99,401
K.S.Cranmer.1,Kyle,United States,US,female,male,1.0,194742
J.Pavez.1,Juan,Chile,CL,male,male,1.0,111248
G.Louppe.1,Gilles,United States,US,male,male,1.0,1416
C.Espinoza.1,Catalina,Mexico,MX,female,female,0.99,7544
J.C.Gomez.Izquierdo.1,Juan,Mexico,MX,male,male,0.99,297831
M.Mondragon.2,Myriam,Mexico,MX,female,female,1.0,3641
D.Lee.14,Donghun,"Korea, Republic of",KR,male,male,1.0,100
Dibyakrupa.Sahoo.1,Dibyakrupa,"Korea, Republic of",KR,unknown,unknown,0.0,0
D.Schildknecht.1,Dieter,Germany,DE,male,male,1.0,34979
B.Surrow.1,Bernd,Germany,DE,male,male,1.0,55498
T.Lee.3,Taekoon,"Korea, Republic of",KR,unknown,male,1.0,2
V.V.Gribanov.1,Vladimir,Chile,CL,male,male,1.0,1540
J.D.Kim.1,Jung Dae,"Korea, Republic of",KR,andy,male,0.98,846
M.E.Gomez.1,Mario,Spain,ES,male,male,0.99,73325
S.Lola.1,Smaragda,Greece,GR,female,female,0.99,182
S.Strauch.1,Steffen,United States,US,male,male,1.0,1195
K.Tsushima.1,Kazuo,Australia,AU,male,male,1.0,6
V.Ozvenchuk.1,Vitalii,Poland,PL,male,male,0.99,218
J.Aichelin.1,Jörg,France,FR,male,male,1.0,32
P.B.Gossiaux.1,Pol Bernard,France,FR,male,male,0.99,100813
M.Nahrgang.1,Marlene,France,FR,female,female,0.99,9675
P.D.Morley.1,Peter,Chile,CL,male,male,1.0,1329
J.Brehmer.1,Johann,United States,US,male,male,0.94,797
I.Espejo.1,Irina,United States,US,female,female,1.0,16586
F.Kling.1,Felix,United States,US,male,male,0.99,35146
S.Choubey.1,Sandhya,India,IN,female,female,1.0,20144
D.K.Tiwari.1,Dhirendra Kumar,India,IN,male,male,0.94,36
S.V.Mikhailov.1,Sergey,Russian Federation,RU,male,male,1.0,74673
N.G.Stefanis.1,Nicos,Germany,DE,unknown,male,0.95,62
Alexander.Held.1,Alexander,United States,US,male,male,1.0,122358
D.L.Pursey.1,Derek,United States,US,male,male,1.0,97530
J.Jalilian.Marian.1,Jamal,United States,US,male,male,0.99,16152
Michael.Gustafsson.1,Michael,Belgium,BE,male,male,0.99,19257
J.M.No.1,Jose Miguel,United Kingdom,GB,male,male,1.0,18
J.Caballero.Bejar.1,Jose,United States,US,male,male,0.99,407020
G.Compostella.1,Gabriele,Germany,DE,female,female,0.97,11159
K.De.1,Kaushik,United States,US,male,male,1.0,2001
M.Potekhin.1,Maxim,United States,US,male,male,0.99,2721
T.J.Wenaus.1,Torre,United States,US,unknown,male,0.66,134
Jonathan.A.Miller.1,Jonathan Andrew,Chile,CL,male,male,1.0,13221
